clip_id,condition,model_name,predicted_intent,is_valid,prompt_tokens,completion_tokens
10350,noisy,google/gemini-2.5-pro,general_quirky,True,368,4
10352,noisy,google/gemini-2.5-pro,play_game,True,366,3
10353,noisy,google/gemini-2.5-pro,play_game,True,368,3
10355,noisy,google/gemini-2.5-pro,play_game,True,365,3
10357,noisy,google/gemini-2.5-pro,play_game,True,364,3
10365,noisy,google/gemini-2.5-pro,play_game,True,373,3
10366,noisy,google/gemini-2.5-pro,play_game,True,370,3
10381,noisy,google/gemini-2.5-pro,play_game,True,369,3
10399,noisy,google/gemini-2.5-pro,play_game,True,369,3
10403,noisy,google/gemini-2.5-pro,play_game,True,365,3
10406,noisy,google/gemini-2.5-pro,play_game,True,374,3
1042,noisy,google/gemini-2.5-pro,play_game,True,369,3
10426,noisy,google/gemini-2.5-pro,calendar_query,True,370,3
10427,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
1043,noisy,google/gemini-2.5-pro,recommendation_locations,True,370,4
10430,noisy,google/gemini-2.5-pro,lists_remove,True,370,3
10433,noisy,google/gemini-2.5-pro,lists_remove,True,367,3
10440,noisy,google/gemini-2.5-pro,lists_query,True,369,3
10442,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
10444,noisy,google/gemini-2.5-pro,lists_query,True,365,3
10451,noisy,google/gemini-2.5-pro,calendar_query,True,370,3
10455,noisy,google/gemini-2.5-pro,lists_query,True,372,3
10462,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
1047,noisy,google/gemini-2.5-pro,play_music,True,376,3
10471,noisy,google/gemini-2.5-pro,lists_createoradd,True,373,5
10472,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
1048,noisy,google/gemini-2.5-pro,audio_volume_down,True,367,5
10493,noisy,google/gemini-2.5-pro,lists_query,True,371,3
10494,noisy,google/gemini-2.5-pro,lists_remove,True,366,3
10497,noisy,google/gemini-2.5-pro,recommendation_locations,True,375,4
10501,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
10503,noisy,google/gemini-2.5-pro,lists_createoradd,True,375,5
10508,noisy,google/gemini-2.5-pro,lists_remove,True,366,3
10512,noisy,google/gemini-2.5-pro,lists_query,True,369,3
10513,noisy,google/gemini-2.5-pro,lists_createoradd,True,373,5
10523,noisy,google/gemini-2.5-pro,play_music,True,370,3
10525,noisy,google/gemini-2.5-pro,calendar_remove,True,370,3
10527,noisy,google/gemini-2.5-pro,lists_remove,True,366,3
10534,noisy,google/gemini-2.5-pro,lists_query,True,371,3
10538,noisy,google/gemini-2.5-pro,lists_query,True,368,3
10563,noisy,google/gemini-2.5-pro,lists_createoradd,True,370,5
10565,noisy,google/gemini-2.5-pro,quirky,True,365,2
10568,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
10570,noisy,google/gemini-2.5-pro,music_query,True,367,3
10571,noisy,google/gemini-2.5-pro,qa_factoid,True,363,4
10577,noisy,google/gemini-2.5-pro,lists_query,True,368,3
10579,noisy,google/gemini-2.5-pro,lists_remove,True,367,3
10588,noisy,google/gemini-2.5-pro,lists_query,True,370,3
1059,noisy,google/gemini-2.5-pro,iot_cleaning,True,368,3
10590,noisy,google/gemini-2.5-pro,lists_remove,True,370,3
10600,noisy,google/gemini-2.5-pro,sendemail,True,374,2
10608,noisy,google/gemini-2.5-pro,query,True,366,1
1061,noisy,google/gemini-2.5-pro,news_query,True,373,3
10621,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
1063,noisy,google/gemini-2.5-pro,alarm_set,True,369,3
10636,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
10640,noisy,google/gemini-2.5-pro,lists_createoradd,True,374,5
10645,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
1065,noisy,google/gemini-2.5-pro,audio_volume_other,True,367,5
10655,noisy,google/gemini-2.5-pro,general_quirky,True,368,4
10667,noisy,google/gemini-2.5-pro,lists_query,True,369,3
10673,noisy,google/gemini-2.5-pro,lists_remove,True,367,3
10674,noisy,google/gemini-2.5-pro,lists_remove,True,367,3
10678,noisy,google/gemini-2.5-pro,createoradd,True,369,3
10679,noisy,google/gemini-2.5-pro,lists_query,True,372,3
10684,noisy,google/gemini-2.5-pro,transport_query,True,370,3
10687,noisy,google/gemini-2.5-pro,calendar_remove,True,374,3
10696,noisy,google/gemini-2.5-pro,recommendation_locations,True,366,4
10699,noisy,google/gemini-2.5-pro,lists_query,True,371,3
10709,noisy,google/gemini-2.5-pro,general_greet,True,365,3
1071,noisy,google/gemini-2.5-pro,iot_hue_lightup,True,369,6
10712,noisy,google/gemini-2.5-pro,lists_createoradd,True,367,5
10718,noisy,google/gemini-2.5-pro,remove,True,369,1
1072,noisy,google/gemini-2.5-pro,audio_volume_up,True,372,5
10731,noisy,google/gemini-2.5-pro,lists_query,True,370,3
10738,noisy,google/gemini-2.5-pro,lists_createoradd,True,373,5
10743,noisy,google/gemini-2.5-pro,remove,True,366,1
10753,noisy,google/gemini-2.5-pro,lists_query,True,375,3
10755,noisy,google/gemini-2.5-pro,lists_remove,True,375,3
10756,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
10757,noisy,google/gemini-2.5-pro,lists_createoradd,True,371,5
10759,noisy,google/gemini-2.5-pro,lists_query,True,368,3
1076,noisy,google/gemini-2.5-pro,music_dislikeness,True,368,5
10760,noisy,google/gemini-2.5-pro,lists_query,True,372,3
10770,noisy,google/gemini-2.5-pro,lists_remove,True,369,3
10772,noisy,google/gemini-2.5-pro,calendar_remove,True,372,3
10776,noisy,google/gemini-2.5-pro,lists_query,True,370,3
10786,noisy,google/gemini-2.5-pro,calendar_query,True,368,3
10790,noisy,google/gemini-2.5-pro,lists_remove,True,367,3
10792,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
10804,noisy,google/gemini-2.5-pro,lists_query,True,366,3
10805,noisy,google/gemini-2.5-pro,lists_query,True,372,3
10808,noisy,google/gemini-2.5-pro,lists_remove,True,369,3
10812,noisy,google/gemini-2.5-pro,general_quirky,True,371,4
10815,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
10816,noisy,google/gemini-2.5-pro,lists_createoradd,True,367,5
10824,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
10825,noisy,google/gemini-2.5-pro,lists_remove,True,366,3
10827,noisy,google/gemini-2.5-pro,lists_remove,True,366,3
10828,noisy,google/gemini-2.5-pro,qa_maths,True,364,4
10832,noisy,google/gemini-2.5-pro,calendar_query,True,371,3
1084,noisy,google/gemini-2.5-pro,general_quirky,True,365,4
10843,noisy,google/gemini-2.5-pro,lists_remove,True,369,3
10846,noisy,google/gemini-2.5-pro,lists_remove,True,387,3
10848,noisy,google/gemini-2.5-pro,lists_remove,True,369,3
10851,noisy,google/gemini-2.5-pro,lists_query,True,368,3
10853,noisy,google/gemini-2.5-pro,remove,True,367,1
10855,noisy,google/gemini-2.5-pro,lists_query,True,368,3
10858,noisy,google/gemini-2.5-pro,lists_createoradd,True,365,5
10868,noisy,google/gemini-2.5-pro,lists_query,True,371,3
10887,noisy,google/gemini-2.5-pro,lists_remove,True,366,3
10893,noisy,google/gemini-2.5-pro,lists_createoradd,True,366,5
10895,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
10898,noisy,google/gemini-2.5-pro,lists_createoradd,True,372,5
1090,noisy,google/gemini-2.5-pro,iot_hue_lightup,True,369,6
10909,noisy,google/gemini-2.5-pro,general_quirky,True,371,4
10915,noisy,google/gemini-2.5-pro,lists_createoradd,True,367,5
10927,noisy,google/gemini-2.5-pro,lists_query,True,368,3
1093,noisy,google/gemini-2.5-pro,news_query,True,369,3
10931,noisy,google/gemini-2.5-pro,music_query,True,368,3
10936,noisy,google/gemini-2.5-pro,lists_remove,True,370,3
10938,noisy,google/gemini-2.5-pro,general_quirky,True,371,4
10940,noisy,google/gemini-2.5-pro,lists_createoradd,True,368,5
10954,noisy,google/gemini-2.5-pro,lists_query,True,371,3
10956,noisy,google/gemini-2.5-pro,email_querycontact,True,370,4
10957,noisy,google/gemini-2.5-pro,lists_query,True,372,3
10960,noisy,google/gemini-2.5-pro,lists_remove,True,369,3
10970,noisy,google/gemini-2.5-pro,remove,True,366,1
10979,noisy,google/gemini-2.5-pro,lists_query,True,371,3
1098,noisy,google/gemini-2.5-pro,qa_factoid,True,376,4
10981,noisy,google/gemini-2.5-pro,lists_query,True,368,3
10982,noisy,google/gemini-2.5-pro,lists_createoradd,True,369,5
10985,noisy,google/gemini-2.5-pro,calendar_set,True,373,3
10990,noisy,google/gemini-2.5-pro,lists_remove,True,371,3
10996,noisy,google/gemini-2.5-pro,email_addcontact,True,370,4
10999,noisy,google/gemini-2.5-pro,lists_createoradd,True,366,5
11023,noisy,google/gemini-2.5-pro,lists_remove,True,366,3
11024,noisy,google/gemini-2.5-pro,lists_remove,True,368,3
11026,noisy,google/gemini-2.5-pro,lists_createoradd,True,368,5
11029,noisy,google/gemini-2.5-pro,createoradd,True,365,3
11053,noisy,google/gemini-2.5-pro,lists_remove,True,370,3
11067,noisy,google/gemini-2.5-pro,lists_createoradd,True,370,5
11075,noisy,google/gemini-2.5-pro,lists_query,True,369,3
1108,noisy,google/gemini-2.5-pro,play_music,True,372,3
11081,noisy,google/gemini-2.5-pro,lists_query,True,368,3
11085,noisy,google/gemini-2.5-pro,lists_remove,True,371,3
11098,noisy,google/gemini-2.5-pro,lists_remove,True,373,3
11107,noisy,google/gemini-2.5-pro,lists_query,True,368,3
11124,noisy,google/gemini-2.5-pro,lists_query,True,368,3
11125,noisy,google/gemini-2.5-pro,query,True,370,1
11133,noisy,google/gemini-2.5-pro,lists_remove,True,371,3
11140,noisy,google/gemini-2.5-pro,general_quirky,True,367,4
11141,noisy,google/gemini-2.5-pro,lists_createoradd,True,376,5
11146,noisy,google/gemini-2.5-pro,email_addcontact,True,367,4
1115,noisy,google/gemini-2.5-pro,music_settings,True,368,3
11154,noisy,google/gemini-2.5-pro,lists_query,True,367,3
11157,noisy,google/gemini-2.5-pro,lists_createoradd,True,367,5
11162,noisy,google/gemini-2.5-pro,lists_remove,True,370,3
11164,noisy,google/gemini-2.5-pro,locations,True,368,1
11166,noisy,google/gemini-2.5-pro,query,True,366,1
11168,noisy,google/gemini-2.5-pro,lists_remove,True,365,3
11172,noisy,google/gemini-2.5-pro,lists_query,True,368,3
11174,noisy,google/gemini-2.5-pro,lists_query,True,371,3
11177,noisy,google/gemini-2.5-pro,lists_createoradd,True,368,5
11180,noisy,google/gemini-2.5-pro,query,True,366,1
11186,noisy,google/gemini-2.5-pro,lists_query,True,368,3
11189,noisy,google/gemini-2.5-pro,lists_query,True,366,3
1120,noisy,google/gemini-2.5-pro,news_query,True,370,3
11204,noisy,google/gemini-2.5-pro,qa_factoid,True,366,4
1121,noisy,google/gemini-2.5-pro,play_music,True,368,3
11215,noisy,google/gemini-2.5-pro,lists_query,True,364,3
1123,noisy,google/gemini-2.5-pro,play_music,True,371,3
11238,noisy,google/gemini-2.5-pro,lists_createoradd,True,370,5
1124,noisy,google/gemini-2.5-pro,play_game,True,371,3
11250,noisy,google/gemini-2.5-pro,lists_query,True,370,3
11257,noisy,google/gemini-2.5-pro,play_audiobook,True,369,4
11259,noisy,google/gemini-2.5-pro,podcasts,True,369,2
11261,noisy,google/gemini-2.5-pro,music,True,364,1
11265,noisy,google/gemini-2.5-pro,play_music,True,367,3
11266,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
11267,noisy,google/gemini-2.5-pro,play_podcasts,True,373,4
1127,noisy,google/gemini-2.5-pro,music_settings,True,368,3
11270,noisy,google/gemini-2.5-pro,general_quirky,True,367,4
11272,noisy,google/gemini-2.5-pro,music,True,365,1
11273,noisy,google/gemini-2.5-pro,play_audiobook,True,371,4
11279,noisy,google/gemini-2.5-pro,play_podcasts,True,375,4
11286,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
11296,noisy,google/gemini-2.5-pro,createoradd,True,367,3
11302,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
11303,noisy,google/gemini-2.5-pro,podcasts,True,368,2
11306,noisy,google/gemini-2.5-pro,play_podcasts,True,371,4
11318,noisy,google/gemini-2.5-pro,play_podcasts,True,371,4
11322,noisy,google/gemini-2.5-pro,podcasts,True,370,2
11328,noisy,google/gemini-2.5-pro,play_podcasts,True,369,4
11331,noisy,google/gemini-2.5-pro,play_podcasts,True,374,4
11335,noisy,google/gemini-2.5-pro,play_music,True,370,3
11339,noisy,google/gemini-2.5-pro,general_quirky,True,369,4
11340,noisy,google/gemini-2.5-pro,podcasts,True,373,2
11341,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
11343,noisy,google/gemini-2.5-pro,play_podcasts,True,372,4
11345,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
11349,noisy,google/gemini-2.5-pro,play_podcasts,True,374,4
11353,noisy,google/gemini-2.5-pro,play_podcasts,True,366,4
11361,noisy,google/gemini-2.5-pro,play_podcasts,True,370,4
11366,noisy,google/gemini-2.5-pro,play_audiobook,True,368,4
11368,noisy,google/gemini-2.5-pro,play_podcasts,True,365,4
11376,noisy,google/gemini-2.5-pro,play_podcasts,True,370,4
11384,noisy,google/gemini-2.5-pro,play_podcasts,True,378,4
11409,noisy,google/gemini-2.5-pro,play_podcasts,True,372,4
11417,noisy,google/gemini-2.5-pro,play_podcasts,True,367,4
11418,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
11420,noisy,google/gemini-2.5-pro,play_podcasts,True,371,4
11423,noisy,google/gemini-2.5-pro,music_settings,True,369,3
11424,noisy,google/gemini-2.5-pro,play_radio,True,365,3
11426,noisy,google/gemini-2.5-pro,lists_query,True,366,3
11427,noisy,google/gemini-2.5-pro,music_dislikeness,True,366,5
11437,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
11438,noisy,google/gemini-2.5-pro,podcasts,True,371,2
1144,noisy,google/gemini-2.5-pro,general_quirky,True,367,4
11442,noisy,google/gemini-2.5-pro,play_podcasts,True,370,4
11451,noisy,google/gemini-2.5-pro,play_podcasts,True,374,4
11453,noisy,google/gemini-2.5-pro,music_likeness,True,367,4
11455,noisy,google/gemini-2.5-pro,play_audiobook,True,367,4
11458,noisy,google/gemini-2.5-pro,podcasts,True,370,2
11459,noisy,google/gemini-2.5-pro,play_podcasts,True,372,4
11460,noisy,google/gemini-2.5-pro,play_podcasts,True,371,4
11467,noisy,google/gemini-2.5-pro,podcasts,True,373,2
11470,noisy,google/gemini-2.5-pro,play_podcasts,True,369,4
11474,noisy,google/gemini-2.5-pro,play_podcasts,True,365,4
11476,noisy,google/gemini-2.5-pro,play_podcasts,True,367,4
1148,noisy,google/gemini-2.5-pro,datetime_query,True,370,3
11483,noisy,google/gemini-2.5-pro,play_podcasts,True,367,4
11490,noisy,google/gemini-2.5-pro,play_podcasts,True,369,4
11502,noisy,google/gemini-2.5-pro,music,True,364,1
11505,noisy,google/gemini-2.5-pro,play_podcasts,True,368,4
1151,noisy,google/gemini-2.5-pro,iot_cleaning,True,366,3
11514,noisy,google/gemini-2.5-pro,play_podcasts,True,370,4
11515,noisy,google/gemini-2.5-pro,play_podcasts,True,373,4
11525,noisy,google/gemini-2.5-pro,play_podcasts,True,371,4
11529,noisy,google/gemini-2.5-pro,general_quirky,True,373,4
11536,noisy,google/gemini-2.5-pro,createoradd,True,370,3
11539,noisy,google/gemini-2.5-pro,play_podcasts,True,366,4
11546,noisy,google/gemini-2.5-pro,play_audiobook,True,373,4
11554,noisy,google/gemini-2.5-pro,play_podcasts,True,370,4
1156,noisy,google/gemini-2.5-pro,news_query,True,370,3
11563,noisy,google/gemini-2.5-pro,recommendation_events,True,369,4
11570,noisy,google/gemini-2.5-pro,recommendation_events,True,370,4
1158,noisy,google/gemini-2.5-pro,general_joke,True,366,3
11582,noisy,google/gemini-2.5-pro,play_radio,True,372,3
11585,noisy,google/gemini-2.5-pro,recommendation_events,True,367,4
11598,noisy,google/gemini-2.5-pro,recommendation_events,True,376,4
1160,noisy,google/gemini-2.5-pro,weather_query,True,372,3
11600,noisy,google/gemini-2.5-pro,recommendation_movies,True,375,4
11607,noisy,google/gemini-2.5-pro,recommendation_locations,True,371,4
11610,noisy,google/gemini-2.5-pro,recommendation_events,True,377,4
11612,noisy,google/gemini-2.5-pro,recommendation_events,True,369,4
11616,noisy,google/gemini-2.5-pro,recommendation_events,True,371,4
11628,noisy,google/gemini-2.5-pro,recommendation_locations,True,371,4
11633,noisy,google/gemini-2.5-pro,recommendation_movies,True,370,4
11634,noisy,google/gemini-2.5-pro,recommendation_movies,True,369,4
11636,noisy,google/gemini-2.5-pro,recommendation_movies,True,369,4
11643,noisy,google/gemini-2.5-pro,general_greet,True,370,3
11644,noisy,google/gemini-2.5-pro,social_post,True,371,3
11650,noisy,google/gemini-2.5-pro,qa_factoid,True,426,4
11664,noisy,google/gemini-2.5-pro,recommendation_locations,True,379,4
11665,noisy,google/gemini-2.5-pro,recommendation_locations,True,380,4
11677,noisy,google/gemini-2.5-pro,recommendation_locations,True,368,4
11678,noisy,google/gemini-2.5-pro,recommendation_locations,True,376,4
11681,noisy,google/gemini-2.5-pro,recommendation_events,True,368,4
11685,noisy,google/gemini-2.5-pro,recommendation_events,True,377,4
11695,noisy,google/gemini-2.5-pro,recommendation_movies,True,370,4
11700,noisy,google/gemini-2.5-pro,recommendation_locations,True,371,4
11705,noisy,google/gemini-2.5-pro,recommendation_events,True,370,4
11706,noisy,google/gemini-2.5-pro,recommendation_locations,True,368,4
11720,noisy,google/gemini-2.5-pro,quirky,True,363,2
11733,noisy,google/gemini-2.5-pro,recommendation_movies,True,371,4
11744,noisy,google/gemini-2.5-pro,recommendation_movies,True,372,4
11751,noisy,google/gemini-2.5-pro,recommendation_locations,True,371,4
1176,noisy,google/gemini-2.5-pro,music_query,True,372,3
11764,noisy,google/gemini-2.5-pro,qa_stock,True,364,3
11767,noisy,google/gemini-2.5-pro,recommendation_events,True,374,4
11770,noisy,google/gemini-2.5-pro,calendar_query,True,374,3
11773,noisy,google/gemini-2.5-pro,recommendation_movies,True,368,4
11778,noisy,google/gemini-2.5-pro,recommendation_locations,True,371,4
11782,noisy,google/gemini-2.5-pro,recommendation_events,True,372,4
11796,noisy,google/gemini-2.5-pro,recommendation_locations,True,375,4
11798,noisy,google/gemini-2.5-pro,recommendation_events,True,372,4
1180,noisy,google/gemini-2.5-pro,news_query,True,371,3
11802,noisy,google/gemini-2.5-pro,recommendation_locations,True,371,4
11812,noisy,google/gemini-2.5-pro,recommendation_movies,True,368,4
11825,noisy,google/gemini-2.5-pro,recommendation_locations,True,372,4
11827,noisy,google/gemini-2.5-pro,recommendation_events,True,368,4
11839,noisy,google/gemini-2.5-pro,recommendation_events,True,369,4
11841,noisy,google/gemini-2.5-pro,recommendation_events,True,372,4
11844,noisy,google/gemini-2.5-pro,recommendation_events,True,371,4
11845,noisy,google/gemini-2.5-pro,recommendation_events,True,376,4
11858,noisy,google/gemini-2.5-pro,recommendation_movies,True,367,4
11860,noisy,google/gemini-2.5-pro,recommendation_events,True,368,4
11861,noisy,google/gemini-2.5-pro,recommendation_movies,True,371,4
11862,noisy,google/gemini-2.5-pro,recommendation_movies,True,368,4
11867,noisy,google/gemini-2.5-pro,recommendation_events,True,371,4
11871,noisy,google/gemini-2.5-pro,recommendation_movies,True,370,4
11875,noisy,google/gemini-2.5-pro,recommendation_events,True,371,4
11903,noisy,google/gemini-2.5-pro,recommendation_locations,True,367,4
11904,noisy,google/gemini-2.5-pro,recommendation_events,True,372,4
11905,noisy,google/gemini-2.5-pro,recommendation_events,True,372,4
1191,noisy,google/gemini-2.5-pro,datetime_convert,True,377,3
11911,noisy,google/gemini-2.5-pro,recommendation_events,True,371,4
11914,noisy,google/gemini-2.5-pro,takeaway_order,True,369,4
11915,noisy,google/gemini-2.5-pro,takeaway_order,True,367,4
11916,noisy,google/gemini-2.5-pro,recommendation_locations,True,369,4
11920,noisy,google/gemini-2.5-pro,recommendation_movies,True,369,4
11922,noisy,google/gemini-2.5-pro,recommendation_locations,True,372,4
11932,noisy,google/gemini-2.5-pro,recommendation_movies,True,368,4
11942,noisy,google/gemini-2.5-pro,recommendation_locations,True,372,4
11947,noisy,google/gemini-2.5-pro,recommendation_locations,True,369,4
11953,noisy,google/gemini-2.5-pro,recommendation_locations,True,368,4
11954,noisy,google/gemini-2.5-pro,recommendation_locations,True,370,4
11959,noisy,google/gemini-2.5-pro,recommendation_locations,True,369,4
11969,noisy,google/gemini-2.5-pro,recommendation_events,True,370,4
11987,noisy,google/gemini-2.5-pro,recommendation_movies,True,368,4
11990,noisy,google/gemini-2.5-pro,recommendation_movies,True,373,4
11999,noisy,google/gemini-2.5-pro,recommendation_events,True,372,4
12004,noisy,google/gemini-2.5-pro,recommendation_locations,True,373,4
12008,noisy,google/gemini-2.5-pro,recommendation_events,True,371,4
12019,noisy,google/gemini-2.5-pro,recommendation_locations,True,370,4
1202,noisy,google/gemini-2.5-pro,datetime_query,True,367,3
12020,noisy,google/gemini-2.5-pro,quirky,True,374,2
1205,noisy,google/gemini-2.5-pro,alarm_remove,True,371,3
12051,noisy,google/gemini-2.5-pro,recommendation_locations,True,378,4
12054,noisy,google/gemini-2.5-pro,recommendation_events,True,369,4
12066,noisy,google/gemini-2.5-pro,recommendation_locations,True,368,4
12070,noisy,google/gemini-2.5-pro,locations,True,369,1
12073,noisy,google/gemini-2.5-pro,news_query,True,367,3
12098,noisy,google/gemini-2.5-pro,recommendation_events,True,368,4
12104,noisy,google/gemini-2.5-pro,recommendation_movies,True,367,4
12121,noisy,google/gemini-2.5-pro,transport_taxi,True,373,3
12127,noisy,google/gemini-2.5-pro,transport_query,True,380,3
12150,noisy,google/gemini-2.5-pro,transport_ticket,True,374,3
12159,noisy,google/gemini-2.5-pro,transport_taxi,True,370,3
12160,noisy,google/gemini-2.5-pro,transport_taxi,True,369,3
12161,noisy,google/gemini-2.5-pro,transport_taxi,True,373,3
12162,noisy,google/gemini-2.5-pro,transport_ticket,True,369,3
12166,noisy,google/gemini-2.5-pro,transport_ticket,True,372,3
1217,noisy,google/gemini-2.5-pro,iot_hue_lightchange,True,370,6
12182,noisy,google/gemini-2.5-pro,transport_traffic,True,374,3
12189,noisy,google/gemini-2.5-pro,transport_query,True,374,3
122,noisy,google/gemini-2.5-pro,transport_taxi,True,369,3
12212,noisy,google/gemini-2.5-pro,transport_taxi,True,367,3
12213,noisy,google/gemini-2.5-pro,transport_taxi,True,369,3
12233,noisy,google/gemini-2.5-pro,transport_ticket,True,368,3
12235,noisy,google/gemini-2.5-pro,transport_ticket,True,371,3
12240,noisy,google/gemini-2.5-pro,transport_traffic,True,375,3
12244,noisy,google/gemini-2.5-pro,transport_taxi,True,376,3
12245,noisy,google/gemini-2.5-pro,transport_query,True,372,3
12248,noisy,google/gemini-2.5-pro,transport_taxi,True,368,3
12251,noisy,google/gemini-2.5-pro,transport_query,True,370,3
