clip_id,condition,model_name,predicted_intent,is_valid,prompt_tokens,completion_tokens
10426,clean,google/gemini-2.5-pro,calendar_query,True,370,3
10427,clean,google/gemini-2.5-pro,lists_remove,True,368,3
1043,clean,google/gemini-2.5-pro,recommendation_locations,True,370,4
10430,clean,google/gemini-2.5-pro,lists_remove,True,370,3
10433,clean,google/gemini-2.5-pro,lists_remove,True,367,3
10440,clean,google/gemini-2.5-pro,lists_query,True,369,3
10442,clean,google/gemini-2.5-pro,calendar_remove,True,368,3
10444,clean,google/gemini-2.5-pro,lists_remove,True,364,3
10451,clean,google/gemini-2.5-pro,calendar_query,True,370,3
10455,clean,google/gemini-2.5-pro,lists_query,True,372,3
10462,clean,google/gemini-2.5-pro,lists_remove,True,368,3
1047,clean,google/gemini-2.5-pro,play_music,True,376,3
10471,clean,google/gemini-2.5-pro,lists_createoradd,True,373,5
10472,clean,google/gemini-2.5-pro,lists_createoradd,True,369,5
1048,clean,google/gemini-2.5-pro,audio_volume_down,True,367,5
10493,clean,google/gemini-2.5-pro,lists_query,True,371,3
10494,clean,google/gemini-2.5-pro,lists_remove,True,365,3
10497,clean,google/gemini-2.5-pro,recommendation_locations,True,375,4
10501,clean,google/gemini-2.5-pro,lists_createoradd,True,369,5
10503,clean,google/gemini-2.5-pro,lists_createoradd,True,375,5
10508,clean,google/gemini-2.5-pro,lists_createoradd,True,365,5
10512,clean,google/gemini-2.5-pro,lists_query,True,368,3
10513,clean,google/gemini-2.5-pro,lists_createoradd,True,373,5
10523,clean,google/gemini-2.5-pro,play_music,True,369,3
10525,clean,google/gemini-2.5-pro,calendar_remove,True,370,3
10527,clean,google/gemini-2.5-pro,lists_remove,True,365,3
10534,clean,google/gemini-2.5-pro,lists_query,True,371,3
10538,clean,google/gemini-2.5-pro,lists_query,True,368,3
10563,clean,google/gemini-2.5-pro,lists_createoradd,True,370,5
10565,clean,google/gemini-2.5-pro,play_audiobook,True,365,4
10568,clean,google/gemini-2.5-pro,lists_remove,True,368,3
10570,clean,google/gemini-2.5-pro,lists_query,True,369,3
10571,clean,google/gemini-2.5-pro,qa_definition,True,363,3
10577,clean,google/gemini-2.5-pro,lists_query,True,367,3
10579,clean,google/gemini-2.5-pro,lists_remove,True,367,3
10588,clean,google/gemini-2.5-pro,lists_query,True,370,3
1059,clean,google/gemini-2.5-pro,iot_cleaning,True,368,3
10590,clean,google/gemini-2.5-pro,lists_remove,True,370,3
10600,clean,google/gemini-2.5-pro,lists_query,True,376,3
10608,clean,google/gemini-2.5-pro,query,True,366,1
1061,clean,google/gemini-2.5-pro,news_query,True,373,3
10621,clean,google/gemini-2.5-pro,lists_createoradd,True,370,5
1063,clean,google/gemini-2.5-pro,alarm_set,True,368,3
10636,clean,google/gemini-2.5-pro,lists_createoradd,True,368,5
10640,clean,google/gemini-2.5-pro,lists_createoradd,True,374,5
10645,clean,google/gemini-2.5-pro,lists_createoradd,True,370,5
1065,clean,google/gemini-2.5-pro,audio_volume_other,True,367,5
10655,clean,google/gemini-2.5-pro,lists_remove,True,368,3
10667,clean,google/gemini-2.5-pro,calendar_query,True,369,3
10673,clean,google/gemini-2.5-pro,lists_remove,True,367,3
10674,clean,google/gemini-2.5-pro,lists_remove,True,367,3
10678,clean,google/gemini-2.5-pro,lists_createoradd,True,371,5
10679,clean,google/gemini-2.5-pro,lists_query,True,372,3
10684,clean,google/gemini-2.5-pro,query,True,368,1
10687,clean,google/gemini-2.5-pro,calendar_remove,True,372,3
10696,clean,google/gemini-2.5-pro,general_quirky,True,366,4
10699,clean,google/gemini-2.5-pro,lists_query,True,371,3
10709,clean,google/gemini-2.5-pro,lists_createoradd,True,368,5
1071,clean,google/gemini-2.5-pro,iot_hue_lightup,True,370,6
10712,clean,google/gemini-2.5-pro,lists_createoradd,True,367,5
10718,clean,google/gemini-2.5-pro,remove,True,369,1
1072,clean,google/gemini-2.5-pro,iot_hue_lightup,True,372,6
10731,clean,google/gemini-2.5-pro,lists_query,True,369,3
10738,clean,google/gemini-2.5-pro,lists_createoradd,True,373,5
10743,clean,google/gemini-2.5-pro,remove,True,366,1
10753,clean,google/gemini-2.5-pro,lists_query,True,375,3
10755,clean,google/gemini-2.5-pro,lists_remove,True,375,3
10756,clean,google/gemini-2.5-pro,lists_remove,True,368,3
10757,clean,google/gemini-2.5-pro,lists_query,True,370,3
10759,clean,google/gemini-2.5-pro,lists_query,True,368,3
1076,clean,google/gemini-2.5-pro,music_dislikeness,True,368,5
10760,clean,google/gemini-2.5-pro,lists_query,True,372,3
10770,clean,google/gemini-2.5-pro,lists_remove,True,369,3
10772,clean,google/gemini-2.5-pro,calendar_remove,True,372,3
10776,clean,google/gemini-2.5-pro,lists_query,True,370,3
10786,clean,google/gemini-2.5-pro,lists_query,True,370,3
10790,clean,google/gemini-2.5-pro,lists_remove,True,367,3
10792,clean,google/gemini-2.5-pro,lists_createoradd,True,368,5
10804,clean,google/gemini-2.5-pro,lists_query,True,366,3
10805,clean,google/gemini-2.5-pro,lists_query,True,371,3
10808,clean,google/gemini-2.5-pro,lists_remove,True,369,3
10812,clean,google/gemini-2.5-pro,lists_createoradd,True,369,5
10815,clean,google/gemini-2.5-pro,lists_createoradd,True,369,5
10816,clean,google/gemini-2.5-pro,lists_createoradd,True,367,5
10824,clean,google/gemini-2.5-pro,lists_remove,True,367,3
10825,clean,google/gemini-2.5-pro,lists_remove,True,366,3
10827,clean,google/gemini-2.5-pro,lists_remove,True,367,3
10828,clean,google/gemini-2.5-pro,quirky,True,364,2
10832,clean,google/gemini-2.5-pro,calendar_query,True,371,3
1084,clean,google/gemini-2.5-pro,general_quirky,True,365,4
10843,clean,google/gemini-2.5-pro,lists_remove,True,368,3
10846,clean,google/gemini-2.5-pro,lists_remove,True,387,3
10848,clean,google/gemini-2.5-pro,lists_remove,True,369,3
10851,clean,google/gemini-2.5-pro,lists_query,True,368,3
10853,clean,google/gemini-2.5-pro,remove,True,367,1
10855,clean,google/gemini-2.5-pro,lists_query,True,368,3
10858,clean,google/gemini-2.5-pro,lists_createoradd,True,364,5
10868,clean,google/gemini-2.5-pro,lists_query,True,372,3
10887,clean,google/gemini-2.5-pro,lists_remove,True,366,3
10893,clean,google/gemini-2.5-pro,lists_createoradd,True,369,5
10895,clean,google/gemini-2.5-pro,lists_remove,True,368,3
10898,clean,google/gemini-2.5-pro,lists_createoradd,True,372,5
1090,clean,google/gemini-2.5-pro,iot_hue_lightup,True,368,6
10909,clean,google/gemini-2.5-pro,qa_factoid,True,369,4
10915,clean,google/gemini-2.5-pro,lists_createoradd,True,367,5
10927,clean,google/gemini-2.5-pro,lists_query,True,368,3
1093,clean,google/gemini-2.5-pro,news_query,True,369,3
10931,clean,google/gemini-2.5-pro,music_query,True,368,3
10936,clean,google/gemini-2.5-pro,lists_remove,True,370,3
10938,clean,google/gemini-2.5-pro,play_audiobook,True,371,4
10940,clean,google/gemini-2.5-pro,lists_createoradd,True,367,5
10954,clean,google/gemini-2.5-pro,lists_query,True,371,3
10956,clean,google/gemini-2.5-pro,email_querycontact,True,371,4
10957,clean,google/gemini-2.5-pro,lists_query,True,372,3
10960,clean,google/gemini-2.5-pro,lists_remove,True,368,3
10970,clean,google/gemini-2.5-pro,remove,True,367,1
10979,clean,google/gemini-2.5-pro,lists_query,True,403,3
1098,clean,google/gemini-2.5-pro,datetime_query,True,378,3
10981,clean,google/gemini-2.5-pro,lists_query,True,368,3
10982,clean,google/gemini-2.5-pro,lists_createoradd,True,369,5
10985,clean,google/gemini-2.5-pro,lists_remove,True,373,3
10990,clean,google/gemini-2.5-pro,lists_remove,True,371,3
10996,clean,google/gemini-2.5-pro,email_addcontact,True,370,4
10999,clean,google/gemini-2.5-pro,lists_createoradd,True,366,5
11023,clean,google/gemini-2.5-pro,lists_remove,True,366,3
11024,clean,google/gemini-2.5-pro,lists_remove,True,368,3
11026,clean,google/gemini-2.5-pro,lists_createoradd,True,368,5
11029,clean,google/gemini-2.5-pro,music_likeness,True,364,4
11053,clean,google/gemini-2.5-pro,lists_remove,True,370,3
11067,clean,google/gemini-2.5-pro,lists_createoradd,True,370,5
11075,clean,google/gemini-2.5-pro,lists_query,True,369,3
1108,clean,google/gemini-2.5-pro,play_music,True,372,3
11081,clean,google/gemini-2.5-pro,lists_query,True,369,3
11085,clean,google/gemini-2.5-pro,lists_remove,True,371,3
11098,clean,google/gemini-2.5-pro,lists_remove,True,373,3
11107,clean,google/gemini-2.5-pro,lists_query,True,368,3
11124,clean,google/gemini-2.5-pro,lists_query,True,368,3
11125,clean,google/gemini-2.5-pro,query,True,370,1
11133,clean,google/gemini-2.5-pro,lists_remove,True,371,3
11140,clean,google/gemini-2.5-pro,lists_createoradd,True,365,5
11141,clean,google/gemini-2.5-pro,lists_createoradd,True,376,5
11146,clean,google/gemini-2.5-pro,email_addcontact,True,369,4
1115,clean,google/gemini-2.5-pro,music_query,True,368,3
11154,clean,google/gemini-2.5-pro,lists_query,True,367,3
11157,clean,google/gemini-2.5-pro,lists_createoradd,True,367,5
11162,clean,google/gemini-2.5-pro,lists_remove,True,370,3
11164,clean,google/gemini-2.5-pro,lists_remove,True,366,3
11166,clean,google/gemini-2.5-pro,query,True,366,1
11168,clean,google/gemini-2.5-pro,lists_remove,True,365,3
11172,clean,google/gemini-2.5-pro,lists_query,True,368,3
11174,clean,google/gemini-2.5-pro,lists_query,True,370,3
11177,clean,google/gemini-2.5-pro,lists_createoradd,True,369,5
11180,clean,google/gemini-2.5-pro,calendar_query,True,365,3
11186,clean,google/gemini-2.5-pro,lists_query,True,368,3
11189,clean,google/gemini-2.5-pro,lists_query,True,365,3
1120,clean,google/gemini-2.5-pro,news_query,True,368,3
11204,clean,google/gemini-2.5-pro,qa_factoid,True,365,4
1121,clean,google/gemini-2.5-pro,play_music,True,369,3
11215,clean,google/gemini-2.5-pro,lists_query,True,364,3
1123,clean,google/gemini-2.5-pro,play_music,True,371,3
11238,clean,google/gemini-2.5-pro,lists_createoradd,True,370,5
1124,clean,google/gemini-2.5-pro,play_music,True,371,3
11250,clean,google/gemini-2.5-pro,lists_query,True,369,3
11257,clean,google/gemini-2.5-pro,play_audiobook,True,369,4
11259,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11261,clean,google/gemini-2.5-pro,music,True,364,1
11265,clean,google/gemini-2.5-pro,play_music,True,367,3
11266,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11267,clean,google/gemini-2.5-pro,podcasts,True,373,2
1127,clean,google/gemini-2.5-pro,music_settings,True,368,3
11270,clean,google/gemini-2.5-pro,podcasts,True,365,2
11272,clean,google/gemini-2.5-pro,play_music,True,365,3
11273,clean,google/gemini-2.5-pro,play_audiobook,True,371,4
11279,clean,google/gemini-2.5-pro,play_podcasts,True,375,4
11286,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11296,clean,google/gemini-2.5-pro,play_podcasts,True,367,4
11302,clean,google/gemini-2.5-pro,play_podcasts,True,367,4
11303,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11306,clean,google/gemini-2.5-pro,play_podcasts,True,371,4
11318,clean,google/gemini-2.5-pro,play_podcasts,True,371,4
11322,clean,google/gemini-2.5-pro,podcasts,True,370,2
11328,clean,google/gemini-2.5-pro,play_podcasts,True,369,4
11331,clean,google/gemini-2.5-pro,play_podcasts,True,374,4
11335,clean,google/gemini-2.5-pro,play_music,True,370,3
11339,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11340,clean,google/gemini-2.5-pro,podcasts,True,371,2
11341,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11343,clean,google/gemini-2.5-pro,play_podcasts,True,372,4
11345,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11349,clean,google/gemini-2.5-pro,play_podcasts,True,374,4
11353,clean,google/gemini-2.5-pro,podcasts,True,366,2
11361,clean,google/gemini-2.5-pro,play_podcasts,True,367,4
11366,clean,google/gemini-2.5-pro,play_podcasts,True,368,4
11368,clean,google/gemini-2.5-pro,play_podcasts,True,365,4
11376,clean,google/gemini-2.5-pro,play_podcasts,True,370,4
11384,clean,google/gemini-2.5-pro,play_podcasts,True,378,4
11409,clean,google/gemini-2.5-pro,play_podcasts,True,372,4
11417,clean,google/gemini-2.5-pro,play_podcasts,True,367,4
11418,clean,google/gemini-2.5-pro,music_dislikeness,True,372,5
11420,clean,google/gemini-2.5-pro,play_podcasts,True,371,4
11423,clean,google/gemini-2.5-pro,music_settings,True,369,3
11424,clean,google/gemini-2.5-pro,play_music,True,365,3
11426,clean,google/gemini-2.5-pro,lists_query,True,365,3
11427,clean,google/gemini-2.5-pro,music_dislikeness,True,366,5
11437,clean,google/gemini-2.5-pro,play_podcasts,True,369,4
11438,clean,google/gemini-2.5-pro,play_podcasts,True,371,4
1144,clean,google/gemini-2.5-pro,general_quirky,True,367,4
11442,clean,google/gemini-2.5-pro,play_podcasts,True,370,4
11451,clean,google/gemini-2.5-pro,play_podcasts,True,374,4
11453,clean,google/gemini-2.5-pro,music_likeness,True,367,4
11455,clean,google/gemini-2.5-pro,play_audiobook,True,367,4
11458,clean,google/gemini-2.5-pro,podcasts,True,370,2
11459,clean,google/gemini-2.5-pro,play_podcasts,True,372,4
11460,clean,google/gemini-2.5-pro,play_podcasts,True,371,4
11467,clean,google/gemini-2.5-pro,play_podcasts,True,372,4
11470,clean,google/gemini-2.5-pro,play_podcasts,True,369,4
11474,clean,google/gemini-2.5-pro,play_podcasts,True,365,4
11476,clean,google/gemini-2.5-pro,play_podcasts,True,367,4
1148,clean,google/gemini-2.5-pro,datetime_query,True,370,3
11483,clean,google/gemini-2.5-pro,play_podcasts,True,367,4
11490,clean,google/gemini-2.5-pro,play_podcasts,True,369,4
11502,clean,google/gemini-2.5-pro,music,True,364,1
11505,clean,google/gemini-2.5-pro,play_podcasts,True,367,4
1151,clean,google/gemini-2.5-pro,iot_cleaning,True,366,3
11514,clean,google/gemini-2.5-pro,play_podcasts,True,372,4
11515,clean,google/gemini-2.5-pro,play_podcasts,True,373,4
11525,clean,google/gemini-2.5-pro,play_podcasts,True,371,4
11529,clean,google/gemini-2.5-pro,play_podcasts,True,371,4
11536,clean,google/gemini-2.5-pro,createoradd,True,370,3
11539,clean,google/gemini-2.5-pro,play_podcasts,True,366,4
11546,clean,google/gemini-2.5-pro,play_podcasts,True,373,4
11554,clean,google/gemini-2.5-pro,play_podcasts,True,370,4
1156,clean,google/gemini-2.5-pro,news_query,True,370,3
11563,clean,google/gemini-2.5-pro,recommendation_events,True,369,4
11570,clean,google/gemini-2.5-pro,recommendation_events,True,370,4
1158,clean,google/gemini-2.5-pro,general_joke,True,366,3
11582,clean,google/gemini-2.5-pro,recommendation_events,True,372,4
11585,clean,google/gemini-2.5-pro,recommendation_events,True,367,4
11598,clean,google/gemini-2.5-pro,recommendation_events,True,376,4
1160,clean,google/gemini-2.5-pro,weather_query,True,372,3
11600,clean,google/gemini-2.5-pro,recommendation_movies,True,375,4
11607,clean,google/gemini-2.5-pro,recommendation_locations,True,371,4
11610,clean,google/gemini-2.5-pro,recommendation_events,True,377,4
11612,clean,google/gemini-2.5-pro,recommendation_events,True,369,4
11616,clean,google/gemini-2.5-pro,recommendation_events,True,371,4
11628,clean,google/gemini-2.5-pro,recommendation_locations,True,371,4
11633,clean,google/gemini-2.5-pro,recommendation_movies,True,370,4
11634,clean,google/gemini-2.5-pro,recommendation_movies,True,369,4
11636,clean,google/gemini-2.5-pro,recommendation_movies,True,369,4
11643,clean,google/gemini-2.5-pro,recommendation_events,True,369,4
11644,clean,google/gemini-2.5-pro,recommendation_events,True,368,4
11650,clean,google/gemini-2.5-pro,qa_factoid,True,426,4
11664,clean,google/gemini-2.5-pro,recommendation_locations,True,379,4
11665,clean,google/gemini-2.5-pro,recommendation_locations,True,380,4
11677,clean,google/gemini-2.5-pro,locations,True,368,1
11678,clean,google/gemini-2.5-pro,recommendation_locations,True,376,4
11681,clean,google/gemini-2.5-pro,recommendation_locations,True,368,4
11685,clean,google/gemini-2.5-pro,recommendation_events,True,377,4
11695,clean,google/gemini-2.5-pro,recommendation_movies,True,370,4
11700,clean,google/gemini-2.5-pro,recommendation_locations,True,372,4
11705,clean,google/gemini-2.5-pro,recommendation_events,True,369,4
11706,clean,google/gemini-2.5-pro,recommendation_locations,True,368,4
11720,clean,google/gemini-2.5-pro,query,True,363,1
11733,clean,google/gemini-2.5-pro,recommendation_movies,True,371,4
11744,clean,google/gemini-2.5-pro,recommendation_movies,True,372,4
11751,clean,google/gemini-2.5-pro,recommendation_locations,True,370,4
1176,clean,google/gemini-2.5-pro,music_query,True,372,3
11764,clean,google/gemini-2.5-pro,qa_stock,True,364,3
11767,clean,google/gemini-2.5-pro,recommendation_events,True,374,4
11770,clean,google/gemini-2.5-pro,recommendation_events,True,370,4
11773,clean,google/gemini-2.5-pro,recommendation_movies,True,368,4
11778,clean,google/gemini-2.5-pro,recommendation_locations,True,372,4
11782,clean,google/gemini-2.5-pro,recommendation_events,True,372,4
11796,clean,google/gemini-2.5-pro,recommendation_locations,True,375,4
11798,clean,google/gemini-2.5-pro,recommendation_events,True,372,4
1180,clean,google/gemini-2.5-pro,news_query,True,366,3
11802,clean,google/gemini-2.5-pro,recommendation_locations,True,371,4
11812,clean,google/gemini-2.5-pro,recommendation_movies,True,368,4
11825,clean,google/gemini-2.5-pro,recommendation_locations,True,371,4
11827,clean,google/gemini-2.5-pro,recommendation_events,True,368,4
11839,clean,google/gemini-2.5-pro,recommendation_events,True,369,4
11841,clean,google/gemini-2.5-pro,music_settings,True,373,3
11844,clean,google/gemini-2.5-pro,recommendation_events,True,371,4
11845,clean,google/gemini-2.5-pro,recommendation_events,True,376,4
11858,clean,google/gemini-2.5-pro,recommendation_movies,True,367,4
11860,clean,google/gemini-2.5-pro,recommendation_events,True,368,4
11861,clean,google/gemini-2.5-pro,recommendation_movies,True,371,4
11862,clean,google/gemini-2.5-pro,recommendation_movies,True,368,4
11867,clean,google/gemini-2.5-pro,recommendation_events,True,371,4
11871,clean,google/gemini-2.5-pro,recommendation_movies,True,370,4
11875,clean,google/gemini-2.5-pro,recommendation_events,True,371,4
11903,clean,google/gemini-2.5-pro,recommendation_locations,True,366,4
11904,clean,google/gemini-2.5-pro,recommendation_events,True,372,4
11905,clean,google/gemini-2.5-pro,recommendation_events,True,372,4
1191,clean,google/gemini-2.5-pro,datetime_convert,True,377,3
11911,clean,google/gemini-2.5-pro,recommendation_events,True,371,4
11914,clean,google/gemini-2.5-pro,general_quirky,True,367,4
11915,clean,google/gemini-2.5-pro,takeaway_order,True,367,4
11916,clean,google/gemini-2.5-pro,recommendation_locations,True,369,4
11920,clean,google/gemini-2.5-pro,recommendation_movies,True,369,4
11922,clean,google/gemini-2.5-pro,recommendation_locations,True,372,4
11932,clean,google/gemini-2.5-pro,recommendation_movies,True,368,4
11942,clean,google/gemini-2.5-pro,recommendation_locations,True,372,4
11947,clean,google/gemini-2.5-pro,recommendation_locations,True,369,4
11953,clean,google/gemini-2.5-pro,recommendation_locations,True,368,4
11954,clean,google/gemini-2.5-pro,recommendation_locations,True,370,4
11959,clean,google/gemini-2.5-pro,recommendation_locations,True,369,4
11969,clean,google/gemini-2.5-pro,recommendation_events,True,370,4
11987,clean,google/gemini-2.5-pro,recommendation_movies,True,369,4
11990,clean,google/gemini-2.5-pro,recommendation_movies,True,373,4
11999,clean,google/gemini-2.5-pro,recommendation_events,True,372,4
12004,clean,google/gemini-2.5-pro,recommendation_locations,True,373,4
12008,clean,google/gemini-2.5-pro,recommendation_events,True,371,4
12019,clean,google/gemini-2.5-pro,recommendation_locations,True,369,4
1202,clean,google/gemini-2.5-pro,datetime_query,True,367,3
12020,clean,google/gemini-2.5-pro,locations,True,373,1
1205,clean,google/gemini-2.5-pro,alarm_remove,True,371,3
12051,clean,google/gemini-2.5-pro,recommendation_locations,True,378,4
12054,clean,google/gemini-2.5-pro,news_query,True,371,3
12066,clean,google/gemini-2.5-pro,recommendation_locations,True,368,4
12070,clean,google/gemini-2.5-pro,qa_factoid,True,369,4
12073,clean,google/gemini-2.5-pro,news_query,True,367,3
12098,clean,google/gemini-2.5-pro,recommendation_events,True,368,4
12104,clean,google/gemini-2.5-pro,recommendation_movies,True,367,4
12121,clean,google/gemini-2.5-pro,transport_taxi,True,376,3
12127,clean,google/gemini-2.5-pro,transport_query,True,380,3
12150,clean,google/gemini-2.5-pro,transport_query,True,368,3
12159,clean,google/gemini-2.5-pro,transport_taxi,True,370,3
12160,clean,google/gemini-2.5-pro,transport_taxi,True,369,3
12161,clean,google/gemini-2.5-pro,transport_taxi,True,373,3
12162,clean,google/gemini-2.5-pro,transport_ticket,True,369,3
12166,clean,google/gemini-2.5-pro,transport_ticket,True,372,3
1217,clean,google/gemini-2.5-pro,iot_hue_lightchange,True,370,6
12182,clean,google/gemini-2.5-pro,transport_traffic,True,374,3
12189,clean,google/gemini-2.5-pro,transport_query,True,374,3
122,clean,google/gemini-2.5-pro,transport_taxi,True,368,3
12212,clean,google/gemini-2.5-pro,transport_taxi,True,368,3
12213,clean,google/gemini-2.5-pro,transport_taxi,True,369,3
12233,clean,google/gemini-2.5-pro,transport_ticket,True,371,3
12235,clean,google/gemini-2.5-pro,transport_ticket,True,371,3
12240,clean,google/gemini-2.5-pro,transport_traffic,True,375,3
12244,clean,google/gemini-2.5-pro,transport_taxi,True,376,3
12245,clean,google/gemini-2.5-pro,transport_query,True,373,3
12248,clean,google/gemini-2.5-pro,transport_taxi,True,368,3
12251,clean,google/gemini-2.5-pro,transport_query,True,370,3
12252,clean,google/gemini-2.5-pro,transport_query,True,372,3
12254,clean,google/gemini-2.5-pro,transport_traffic,True,368,3
12256,clean,google/gemini-2.5-pro,transport_traffic,True,372,3
12261,clean,google/gemini-2.5-pro,transport_query,True,376,3
12263,clean,google/gemini-2.5-pro,qa_factoid,True,363,4
12264,clean,google/gemini-2.5-pro,locations,True,364,1
12281,clean,google/gemini-2.5-pro,transport_ticket,True,372,3
12289,clean,google/gemini-2.5-pro,transport_traffic,True,371,3
12291,clean,google/gemini-2.5-pro,transport_ticket,True,365,3
12293,clean,google/gemini-2.5-pro,transport_ticket,True,366,3
12294,clean,google/gemini-2.5-pro,transport_query,True,370,3
12299,clean,google/gemini-2.5-pro,general_quirky,True,367,4
12306,clean,google/gemini-2.5-pro,transport_ticket,True,374,3
